1,1,315,362,89,105,1,-1,-1,-1
2,1,315,366,90,107,1,-1,-1,-1
3,1,314,368,92,109,1,-1,-1,-1
4,1,313,371,94,112,1,-1,-1,-1
5,1,312,375,96,114,1,-1,-1,-1
6,1,311,379,98,116,1,-1,-1,-1
7,1,311,384,99,117,1,-1,-1,-1
8,1,311,389,100,119,1,-1,-1,-1
9,1,311,394,101,121,1,-1,-1,-1
10,1,309,398,104,124,1,-1,-1,-1
11,1,309,402,105,127,1,-1,-1,-1
12,1,308,407,107,130,1,-1,-1,-1
13,1,308,412,109,132,1,-1,-1,-1
14,1,307,418,111,135,1,-1,-1,-1
15,1,307,422,113,139,1,-1,-1,-1
16,1,305,427,116,143,1,-1,-1,-1
17,1,305,432,118,147,1,-1,-1,-1
18,1,305,438,120,151,1,-1,-1,-1
19,1,304,444,123,156,1,-1,-1,-1
20,1,304,450,125,159,1,-1,-1,-1
21,1,304,456,127,163,1,-1,-1,-1
22,1,303,463,130,167,1,-1,-1,-1
23,1,303,469,132,172,1,-1,-1,-1
24,1,304,476,134,176,1,-1,-1,-1
25,1,303,483,137,181,1,-1,-1,-1
26,1,303,491,140,186,1,-1,-1,-1
27,1,303,499,143,191,1,-1,-1,-1
28,1,302,506,146,198,1,-1,-1,-1
29,1,303,514,149,204,1,-1,-1,-1
30,1,303,522,153,211,1,-1,-1,-1
31,1,303,531,157,218,1,-1,-1,-1
32,1,302,539,161,226,1,-1,-1,-1
33,1,303,549,164,234,1,-1,-1,-1
34,1,303,558,169,242,1,-1,-1,-1
35,1,302,567,174,253,1,-1,-1,-1
36,1,302,578,179,262,1,-1,-1,-1
37,1,302,588,184,274,1,-1,-1,-1
38,1,302,599,189,285,1,-1,-1,-1
39,1,302,611,195,297,1,-1,-1,-1
40,1,306,622,200,305,1,-1,-1,-1
41,1,304,636,208,322,1,-1,-1,-1
42,1,302,650,218,340,1,-1,-1,-1
43,1,307,664,222,350,1,-1,-1,-1
44,1,322,680,220,347,1,-1,-1,-1
45,1,337,696,214,334,1,-1,-1,-1
46,1,350,713,206,319,1,-1,-1,-1
47,1,362,730,198,301,1,-1,-1,-1
48,1,371,751,189,279,1,-1,-1,-1
1,2,328,200,51,61,1,-1,-1,-1
2,2,326,200,53,62,1,-1,-1,-1
3,2,326,200,53,63,1,-1,-1,-1
4,2,327,201,52,63,1,-1,-1,-1
5,2,326,202,52,63,1,-1,-1,-1
6,2,326,203,52,63,1,-1,-1,-1
7,2,326,204,51,63,1,-1,-1,-1
8,2,326,205,51,63,1,-1,-1,-1
9,2,324,206,53,65,1,-1,-1,-1
10,2,324,207,53,65,1,-1,-1,-1
11,2,325,207,52,66,1,-1,-1,-1
12,2,325,209,52,65,1,-1,-1,-1
13,2,326,210,51,65,1,-1,-1,-1
14,2,325,211,52,65,1,-1,-1,-1
15,2,324,212,53,66,1,-1,-1,-1
16,2,324,212,53,67,1,-1,-1,-1
17,2,324,213,53,68,1,-1,-1,-1
18,2,324,214,53,69,1,-1,-1,-1
19,2,324,215,53,69,1,-1,-1,-1
20,2,324,216,53,69,1,-1,-1,-1
21,2,324,217,53,70,1,-1,-1,-1
22,2,324,218,53,70,1,-1,-1,-1
23,2,324,219,53,69,1,-1,-1,-1
24,2,324,220,53,69,1,-1,-1,-1
25,2,322,221,55,69,1,-1,-1,-1
26,2,322,222,55,71,1,-1,-1,-1
27,2,320,223,56,72,1,-1,-1,-1
28,2,321,223,56,73,1,-1,-1,-1
29,2,321,224,56,73,1,-1,-1,-1
30,2,321,224,56,74,1,-1,-1,-1
31,2,320,224,57,75,1,-1,-1,-1
32,2,320,225,58,75,1,-1,-1,-1
33,2,319,225,59,76,1,-1,-1,-1
34,2,320,225,59,78,1,-1,-1,-1
35,2,320,226,59,78,1,-1,-1,-1
36,2,319,227,61,78,1,-1,-1,-1
37,2,320,227,60,78,1,-1,-1,-1
38,2,319,228,61,78,1,-1,-1,-1
39,2,319,228,61,79,1,-1,-1,-1
40,2,319,228,62,80,1,-1,-1,-1
41,2,319,229,63,81,1,-1,-1,-1
42,2,318,229,65,83,1,-1,-1,-1
43,2,317,229,66,85,1,-1,-1,-1
44,2,318,230,65,85,1,-1,-1,-1
45,2,317,231,67,85,1,-1,-1,-1
46,2,317,231,67,86,1,-1,-1,-1
47,2,317,232,67,86,1,-1,-1,-1
48,2,317,233,67,85,1,-1,-1,-1
49,2,317,234,67,85,1,-1,-1,-1
50,2,316,234,68,86,1,-1,-1,-1
51,2,316,235,68,85,1,-1,-1,-1
52,2,316,235,68,86,1,-1,-1,-1
53,2,316,236,68,86,1,-1,-1,-1
54,2,314,237,70,87,1,-1,-1,-1
55,2,313,237,71,90,1,-1,-1,-1
56,2,312,238,72,91,1,-1,-1,-1
57,2,312,238,73,92,1,-1,-1,-1
58,2,311,239,74,93,1,-1,-1,-1
59,2,310,239,75,95,1,-1,-1,-1
60,2,309,240,76,97,1,-1,-1,-1
61,2,310,241,76,97,1,-1,-1,-1
62,2,310,242,76,97,1,-1,-1,-1
63,2,309,243,78,99,1,-1,-1,-1
64,2,308,245,79,100,1,-1,-1,-1
65,2,308,246,79,101,1,-1,-1,-1
66,2,308,247,79,103,1,-1,-1,-1
67,2,308,248,79,104,1,-1,-1,-1
68,2,308,250,79,104,1,-1,-1,-1
69,2,307,251,81,106,1,-1,-1,-1
70,2,308,253,80,106,1,-1,-1,-1
71,2,307,254,81,108,1,-1,-1,-1
72,2,307,256,81,108,1,-1,-1,-1
73,2,307,257,82,110,1,-1,-1,-1
74,2,307,260,82,109,1,-1,-1,-1
75,2,308,262,82,109,1,-1,-1,-1
76,2,307,264,83,111,1,-1,-1,-1
77,2,306,266,84,112,1,-1,-1,-1
78,2,306,268,84,113,1,-1,-1,-1
79,2,306,271,85,114,1,-1,-1,-1
80,2,305,273,86,115,1,-1,-1,-1
81,2,304,274,88,118,1,-1,-1,-1
82,2,304,276,88,119,1,-1,-1,-1
83,2,304,279,89,119,1,-1,-1,-1
84,2,304,281,89,121,1,-1,-1,-1
85,2,303,284,90,122,1,-1,-1,-1
86,2,302,286,92,125,1,-1,-1,-1
87,2,301,289,93,127,1,-1,-1,-1
88,2,299,292,95,129,1,-1,-1,-1
89,2,299,295,95,131,1,-1,-1,-1
90,2,299,298,96,132,1,-1,-1,-1
91,2,297,300,98,135,1,-1,-1,-1
92,2,296,303,99,137,1,-1,-1,-1
93,2,296,306,99,138,1,-1,-1,-1
94,2,295,309,101,141,1,-1,-1,-1
95,2,295,313,102,143,1,-1,-1,-1
96,2,295,316,103,145,1,-1,-1,-1
97,2,295,320,105,147,1,-1,-1,-1
98,2,294,323,106,150,1,-1,-1,-1
99,2,294,327,107,152,1,-1,-1,-1
100,2,292,330,109,155,1,-1,-1,-1
101,2,291,334,111,158,1,-1,-1,-1
102,2,290,338,113,162,1,-1,-1,-1
103,2,289,342,115,165,1,-1,-1,-1
104,2,289,346,116,168,1,-1,-1,-1
105,2,287,351,118,171,1,-1,-1,-1
106,2,286,355,120,174,1,-1,-1,-1
107,2,285,360,121,178,1,-1,-1,-1
108,2,284,365,123,181,1,-1,-1,-1
109,2,282,369,125,186,1,-1,-1,-1
110,2,281,374,128,190,1,-1,-1,-1
111,2,280,380,130,192,1,-1,-1,-1
112,2,279,385,131,197,1,-1,-1,-1
113,2,278,391,133,201,1,-1,-1,-1
114,2,277,397,135,206,1,-1,-1,-1
115,2,275,402,138,211,1,-1,-1,-1
116,2,274,409,140,216,1,-1,-1,-1
117,2,273,416,143,221,1,-1,-1,-1
118,2,271,422,146,227,1,-1,-1,-1
119,2,268,433,148,231,1,-1,-1,-1
120,2,266,438,150,236,1,-1,-1,-1
121,2,263,446,153,242,1,-1,-1,-1
122,2,263,455,155,247,1,-1,-1,-1
123,2,262,463,156,249,1,-1,-1,-1
124,2,258,471,161,257,1,-1,-1,-1
125,2,256,482,163,263,1,-1,-1,-1
126,2,253,490,166,272,1,-1,-1,-1
127,2,250,502,169,278,1,-1,-1,-1
